8-1, time: 2729, pathlen: 9364, saved: 16
99-114, time: 3671, pathlen: 9380, saved: 0
100-114, time: 3931, pathlen: 9380, saved: 0
101-114, time: 4060, pathlen: 9376, saved: 4
102-114, time: 4224, pathlen: 9378, saved: 2
104-114, time: 3649, pathlen: 9214, saved: 166
106-114, time: 3617, pathlen: 9378, saved: 2
107-114, time: 3952, pathlen: 9376, saved: 4
108-114, time: 3910, pathlen: 9380, saved: 0
110-114, time: 3548, pathlen: 9342, saved: 38
112-114, time: 3387, pathlen: 9380, saved: 0
113-114, time: 3674, pathlen: 9380, saved: 0
114-114, time: 3589, pathlen: 9380, saved: 0
115-114, time: 3643, pathlen: 9376, saved: 4
116-114, time: 3311, pathlen: 9378, saved: 2
118-114, time: 3710, pathlen: 9094, saved: 286
120-114, time: 3723, pathlen: 9378, saved: 2
121-114, time: 3481, pathlen: 9376, saved: 4
122-114, time: 3801, pathlen: 9380, saved: 0
123-114, time: 3865, pathlen: 9380, saved: 0
124-114, time: 3598, pathlen: 9380, saved: 0
125-114, time: 3521, pathlen: 9364, saved: 16
126-114, time: 3283, pathlen: 9362, saved: 18
127-114, time: 3623, pathlen: 9360, saved: 20
128-114, time: 3579, pathlen: 9380, saved: 0
130-114, time: 3652, pathlen: 9378, saved: 2
131-114, time: 3648, pathlen: 9376, saved: 4
132-114, time: 3662, pathlen: 9380, saved: 0
134-114, time: 3710, pathlen: 9378, saved: 2
136-114, time: 3660, pathlen: 9334, saved: 46
138-114, time: 3581, pathlen: 9378, saved: 2
139-114, time: 4177, pathlen: 9376, saved: 4
2-115, time: 3687, pathlen: 9356, saved: 24
6-115, time: 3635, pathlen: 9372, saved: 8
10-115, time: 3479, pathlen: 9368, saved: 12
14-115, time: 3808, pathlen: 9368, saved: 12
16-115, time: 3776, pathlen: 9352, saved: 28
24-115, time: 3586, pathlen: 9340, saved: 40
28-115, time: 3825, pathlen: 9380, saved: 0
29-115, time: 3827, pathlen: 9380, saved: 0
30-115, time: 3883, pathlen: 9380, saved: 0
34-115, time: 3756, pathlen: 9376, saved: 4
36-115, time: 3707, pathlen: 9040, saved: 340
40-115, time: 4057, pathlen: 9184, saved: 196
42-115, time: 4144, pathlen: 9356, saved: 24
44-115, time: 4256, pathlen: 9320, saved: 60
52-115, time: 4105, pathlen: 9268, saved: 112
54-115, time: 4504, pathlen: 9304, saved: 76
58-115, time: 4362, pathlen: 9372, saved: 8
62-115, time: 4467, pathlen: 9044, saved: 336
74-115, time: 4198, pathlen: 9044, saved: 336
82-115, time: 3862, pathlen: 9256, saved: 124
84-115, time: 3888, pathlen: 9304, saved: 76
88-115, time: 3816, pathlen: 9380, saved: 0
89-115, time: 3772, pathlen: 9380, saved: 0
90-115, time: 3913, pathlen: 9380, saved: 0
94-115, time: 4152, pathlen: 9372, saved: 8
96-115, time: 3760, pathlen: 9368, saved: 12
100-115, time: 3931, pathlen: 9340, saved: 40
104-115, time: 4208, pathlen: 9216, saved: 164
108-115, time: 4344, pathlen: 9360, saved: 20
110-115, time: 4420, pathlen: 9344, saved: 36
114-115, time: 4087, pathlen: 9360, saved: 20
118-115, time: 4418, pathlen: 9096, saved: 284
128-115, time: 4234, pathlen: 9348, saved: 32
132-115, time: 4108, pathlen: 9376, saved: 4
134-115, time: 3778, pathlen: 9376, saved: 4
136-115, time: 4247, pathlen: 9336, saved: 44
2-116, time: 4383, pathlen: 9358, saved: 22
4-116, time: 4171, pathlen: 9378, saved: 2
6-116, time: 5117, pathlen: 9374, saved: 6
8-116, time: 5191, pathlen: 9380, saved: 0
9-116, time: 5290, pathlen: 9380, saved: 0
10-116, time: 4907, pathlen: 9380, saved: 0
12-116, time: 5384, pathlen: 9378, saved: 2
13-116, time: 5176, pathlen: 9376, saved: 4
14-116, time: 5547, pathlen: 9380, saved: 0
16-116, time: 5097, pathlen: 9380, saved: 0
17-116, time: 4920, pathlen: 9312, saved: 68
18-116, time: 5690, pathlen: 9314, saved: 66
19-116, time: 5202, pathlen: 9316, saved: 64
20-116, time: 5256, pathlen: 9318, saved: 62
21-116, time: 5218, pathlen: 9320, saved: 60
22-116, time: 5332, pathlen: 9380, saved: 0
23-116, time: 5436, pathlen: 9336, saved: 44
24-116, time: 5155, pathlen: 9380, saved: 0
26-116, time: 5350, pathlen: 9378, saved: 2
28-116, time: 5211, pathlen: 9380, saved: 0
29-116, time: 5311, pathlen: 9380, saved: 0
30-116, time: 4950, pathlen: 9380, saved: 0
31-116, time: 4988, pathlen: 9368, saved: 12
32-116, time: 5594, pathlen: 9370, saved: 10
33-116, time: 5635, pathlen: 9372, saved: 8
34-116, time: 5366, pathlen: 9380, saved: 0
36-116, time: 5222, pathlen: 9042, saved: 338
38-116, time: 5837, pathlen: 9378, saved: 2
40-116, time: 5387, pathlen: 9186, saved: 194
42-116, time: 5227, pathlen: 9354, saved: 26
44-116, time: 5002, pathlen: 9380, saved: 0
45-116, time: 5527, pathlen: 9368, saved: 12
46-116, time: 5471, pathlen: 9370, saved: 10
47-116, time: 5434, pathlen: 9372, saved: 8
48-116, time: 5230, pathlen: 9374, saved: 6
49-116, time: 5702, pathlen: 9376, saved: 4
50-116, time: 5364, pathlen: 9378, saved: 2
52-116, time: 5134, pathlen: 9266, saved: 114
54-116, time: 5230, pathlen: 9306, saved: 74
56-116, time: 5648, pathlen: 9378, saved: 2
57-116, time: 5725, pathlen: 9376, saved: 4
58-116, time: 5392, pathlen: 9380, saved: 0
60-116, time: 5160, pathlen: 9378, saved: 2
62-116, time: 5237, pathlen: 9380, saved: 0
63-116, time: 5393, pathlen: 9360, saved: 20
64-116, time: 5282, pathlen: 9362, saved: 18
65-116, time: 5252, pathlen: 9364, saved: 16
66-116, time: 5261, pathlen: 9366, saved: 14
67-116, time: 5408, pathlen: 9368, saved: 12
68-116, time: 5495, pathlen: 9370, saved: 10
69-116, time: 5021, pathlen: 9372, saved: 8
70-116, time: 5661, pathlen: 9374, saved: 6
71-116, time: 5477, pathlen: 9376, saved: 4
72-116, time: 5363, pathlen: 9378, saved: 2
74-116, time: 5137, pathlen: 9380, saved: 0
75-116, time: 5489, pathlen: 9160, saved: 220
76-116, time: 5523, pathlen: 9162, saved: 218
77-116, time: 5187, pathlen: 9164, saved: 216
78-116, time: 5194, pathlen: 9380, saved: 0
79-116, time: 5580, pathlen: 9376, saved: 4
80-116, time: 5254, pathlen: 9378, saved: 2
82-116, time: 4828, pathlen: 9254, saved: 126
84-116, time: 3878, pathlen: 9380, saved: 0
85-116, time: 3956, pathlen: 9308, saved: 72
86-116, time: 4044, pathlen: 9380, saved: 0
88-116, time: 3811, pathlen: 9380, saved: 0
89-116, time: 3882, pathlen: 9380, saved: 0
90-116, time: 3956, pathlen: 9380, saved: 0
92-116, time: 2093, pathlen: 82, saved: 9298
93-116, time: 2157, pathlen: 84, saved: 9296
94-116, time: 3696, pathlen: 9380, saved: 0
96-116, time: 3969, pathlen: 9380, saved: 0
97-116, time: 3897, pathlen: 9376, saved: 4
98-116, time: 3755, pathlen: 9378, saved: 2
100-116, time: 3698, pathlen: 9338, saved: 42
102-116, time: 4062, pathlen: 9380, saved: 0
103-116, time: 3830, pathlen: 9284, saved: 96
104-116, time: 3947, pathlen: 9380, saved: 0
105-116, time: 3839, pathlen: 9316, saved: 64
106-116, time: 3747, pathlen: 9380, saved: 0
108-116, time: 3882, pathlen: 9358, saved: 22
110-116, time: 3830, pathlen: 9380, saved: 0
111-116, time: 3711, pathlen: 9376, saved: 4
112-116, time: 3971, pathlen: 9378, saved: 2
114-116, time: 3868, pathlen: 9358, saved: 22
116-116, time: 3755, pathlen: 9380, saved: 0
117-116, time: 3474, pathlen: 9272, saved: 108
118-116, time: 4065, pathlen: 9380, saved: 0
119-116, time: 3730, pathlen: 9208, saved: 172
120-116, time: 3727, pathlen: 9210, saved: 170
121-116, time: 3512, pathlen: 9212, saved: 168
122-116, time: 4340, pathlen: 9380, saved: 0
123-116, time: 3670, pathlen: 9228, saved: 152
124-116, time: 4507, pathlen: 9230, saved: 150
125-116, time: 4403, pathlen: 9232, saved: 148
126-116, time: 4613, pathlen: 9380, saved: 0
128-116, time: 4800, pathlen: 9380, saved: 0
129-116, time: 4546, pathlen: 9344, saved: 36
130-116, time: 4610, pathlen: 9380, saved: 0
132-116, time: 4710, pathlen: 9378, saved: 2
134-116, time: 4526, pathlen: 9374, saved: 6
136-116, time: 4351, pathlen: 9380, saved: 0
137-116, time: 4288, pathlen: 9376, saved: 4
138-116, time: 4366, pathlen: 9378, saved: 2
2-117, time: 4955, pathlen: 9360, saved: 20
4-117, time: 4648, pathlen: 9376, saved: 4
6-117, time: 5010, pathlen: 9376, saved: 4
8-117, time: 5226, pathlen: 9380, saved: 0
9-117, time: 5342, pathlen: 9380, saved: 0
10-117, time: 5125, pathlen: 9380, saved: 0
14-117, time: 4840, pathlen: 9376, saved: 4
16-117, time: 5046, pathlen: 9280, saved: 100
22-117, time: 5217, pathlen: 9368, saved: 12
26-117, time: 5129, pathlen: 9376, saved: 4
36-117, time: 5038, pathlen: 9044, saved: 336
38-117, time: 5201, pathlen: 9376, saved: 4
40-117, time: 4114, pathlen: 9188, saved: 192
42-117, time: 3625, pathlen: 9352, saved: 28
44-117, time: 3667, pathlen: 9336, saved: 44
52-117, time: 3953, pathlen: 9264, saved: 116
54-117, time: 3773, pathlen: 9308, saved: 72
60-117, time: 3906, pathlen: 9376, saved: 4
62-117, time: 3596, pathlen: 9020, saved: 360
74-117, time: 3739, pathlen: 9268, saved: 112
78-117, time: 3925, pathlen: 9172, saved: 208
82-117, time: 3725, pathlen: 9252, saved: 128
86-117, time: 3988, pathlen: 9312, saved: 68
94-117, time: 2192, pathlen: 96, saved: 9284
96-117, time: 3841, pathlen: 9376, saved: 4
100-117, time: 3599, pathlen: 9336, saved: 44
102-117, time: 3642, pathlen: 9288, saved: 92
106-117, time: 3894, pathlen: 9320, saved: 60
108-117, time: 3970, pathlen: 9356, saved: 24
110-117, time: 3657, pathlen: 9352, saved: 28
114-117, time: 3835, pathlen: 9356, saved: 24
116-117, time: 3812, pathlen: 9276, saved: 104
122-117, time: 3763, pathlen: 9368, saved: 12
126-117, time: 3584, pathlen: 9236, saved: 144
130-117, time: 4082, pathlen: 9340, saved: 40
134-117, time: 4074, pathlen: 9372, saved: 8
136-117, time: 3842, pathlen: 9344, saved: 36
2-118, time: 3607, pathlen: 9362, saved: 18
4-118, time: 3779, pathlen: 9374, saved: 6
6-118, time: 3940, pathlen: 9378, saved: 2
8-118, time: 3842, pathlen: 9380, saved: 0
9-118, time: 3935, pathlen: 9380, saved: 0
10-118, time: 3588, pathlen: 9380, saved: 0
11-118, time: 4027, pathlen: 9212, saved: 168
12-118, time: 4133, pathlen: 9380, saved: 0
14-118, time: 3836, pathlen: 9378, saved: 2
16-118, time: 3873, pathlen: 9278, saved: 102
18-118, time: 3765, pathlen: 9378, saved: 2
19-118, time: 3797, pathlen: 9376, saved: 4
20-118, time: 3435, pathlen: 9380, saved: 0
22-118, time: 3481, pathlen: 9370, saved: 10
24-118, time: 4099, pathlen: 9378, saved: 2
25-118, time: 3742, pathlen: 9376, saved: 4
26-118, time: 3586, pathlen: 9380, saved: 0
27-118, time: 3342, pathlen: 9112, saved: 268
28-118, time: 4079, pathlen: 9110, saved: 270
29-118, time: 3897, pathlen: 9108, saved: 272
30-118, time: 3729, pathlen: 9106, saved: 274
31-118, time: 3325, pathlen: 9104, saved: 276
32-118, time: 3979, pathlen: 9102, saved: 278
33-118, time: 3912, pathlen: 9100, saved: 280
34-118, time: 3742, pathlen: 9380, saved: 0
35-118, time: 3713, pathlen: 9048, saved: 332
36-118, time: 3663, pathlen: 9380, saved: 0
38-118, time: 4091, pathlen: 9374, saved: 6
40-118, time: 3856, pathlen: 9190, saved: 190
42-118, time: 3735, pathlen: 9350, saved: 30
44-118, time: 3867, pathlen: 9338, saved: 42
46-118, time: 3865, pathlen: 9378, saved: 2
47-118, time: 4033, pathlen: 9376, saved: 4
48-118, time: 3908, pathlen: 9374, saved: 6
49-118, time: 3836, pathlen: 9372, saved: 8
50-118, time: 3782, pathlen: 9370, saved: 10
51-118, time: 3954, pathlen: 9368, saved: 12
52-118, time: 3652, pathlen: 9380, saved: 0
54-118, time: 4122, pathlen: 9380, saved: 0
55-118, time: 3651, pathlen: 9312, saved: 68
56-118, time: 3775, pathlen: 9380, saved: 0
57-118, time: 3526, pathlen: 9368, saved: 12
58-118, time: 4103, pathlen: 9370, saved: 10
59-118, time: 3719, pathlen: 9372, saved: 8
60-118, time: 3655, pathlen: 9380, saved: 0
62-118, time: 3508, pathlen: 9018, saved: 362
64-118, time: 3973, pathlen: 9378, saved: 2
65-118, time: 3843, pathlen: 9376, saved: 4
66-118, time: 3716, pathlen: 9374, saved: 6
67-118, time: 3865, pathlen: 9372, saved: 8
68-118, time: 3968, pathlen: 9370, saved: 10
69-118, time: 3883, pathlen: 9368, saved: 12
70-118, time: 3737, pathlen: 9366, saved: 14
71-118, time: 4028, pathlen: 9364, saved: 16
72-118, time: 3771, pathlen: 9380, saved: 0
73-118, time: 4270, pathlen: 9272, saved: 108
74-118, time: 3954, pathlen: 9380, saved: 0
76-118, time: 3883, pathlen: 9378, saved: 2
78-118, time: 4031, pathlen: 9174, saved: 206
80-118, time: 3932, pathlen: 9380, saved: 0
81-118, time: 3740, pathlen: 9380, saved: 0
82-118, time: 3809, pathlen: 9380, saved: 0
83-118, time: 3979, pathlen: 9380, saved: 0
84-118, time: 3961, pathlen: 9380, saved: 0
86-118, time: 3674, pathlen: 9380, saved: 0
87-118, time: 3638, pathlen: 9368, saved: 12
88-118, time: 4299, pathlen: 9370, saved: 10
89-118, time: 3767, pathlen: 9372, saved: 8
90-118, time: 3899, pathlen: 9374, saved: 6
91-118, time: 3639, pathlen: 9376, saved: 4
92-118, time: 3914, pathlen: 9378, saved: 2
94-118, time: 1983, pathlen: 98, saved: 9282
96-118, time: 3742, pathlen: 9378, saved: 2
98-118, time: 3707, pathlen: 9380, saved: 0
99-118, time: 4169, pathlen: 9332, saved: 48
100-118, time: 3799, pathlen: 9380, saved: 0
102-118, time: 3918, pathlen: 9290, saved: 90
104-118, time: 3875, pathlen: 9378, saved: 2
106-118, time: 3572, pathlen: 9322, saved: 58
108-118, time: 4003, pathlen: 9354, saved: 26
110-118, time: 3606, pathlen: 9354, saved: 26
112-118, time: 3706, pathlen: 9380, saved: 0
113-118, time: 3837, pathlen: 9352, saved: 28
114-118, time: 3962, pathlen: 9380, saved: 0
116-118, time: 3545, pathlen: 9278, saved: 102
118-118, time: 3710, pathlen: 9378, saved: 2
119-118, time: 3751, pathlen: 9376, saved: 4
120-118, time: 3852, pathlen: 9380, saved: 0
122-118, time: 3748, pathlen: 9370, saved: 10
124-118, time: 3698, pathlen: 9378, saved: 2
126-118, time: 3651, pathlen: 9380, saved: 0
127-118, time: 3681, pathlen: 9240, saved: 140
128-118, time: 3697, pathlen: 9380, saved: 0
130-118, time: 4046, pathlen: 9380, saved: 0
131-118, time: 3779, pathlen: 9336, saved: 44
132-118, time: 3774, pathlen: 9380, saved: 0
133-118, time: 3602, pathlen: 9368, saved: 12
134-118, time: 3445, pathlen: 9380, saved: 0
136-118, time: 3801, pathlen: 9346, saved: 34
138-118, time: 3884, pathlen: 9380, saved: 0
139-118, time: 3771, pathlen: 9380, saved: 0
2-119, time: 3533, pathlen: 9364, saved: 16
4-119, time: 3934, pathlen: 9372, saved: 8
8-119, time: 3494, pathlen: 9188, saved: 192
12-119, time: 3651, pathlen: 9216, saved: 164
16-119, time: 3723, pathlen: 9276, saved: 104
20-119, time: 3798, pathlen: 9372, saved: 8
22-119, time: 3625, pathlen: 9372, saved: 8
26-119, time: 3426, pathlen: 9124, saved: 256
34-119, time: 3671, pathlen: 9332, saved: 48
38-119, time: 4006, pathlen: 9372, saved: 8
40-119, time: 3780, pathlen: 9192, saved: 188
42-119, time: 3571, pathlen: 9348, saved: 32
44-119, time: 3814, pathlen: 9340, saved: 40
52-119, time: 3806, pathlen: 9248, saved: 132
56-119, time: 3691, pathlen: 9328, saved: 52
62-119, time: 3461, pathlen: 9016, saved: 364
72-119, time: 3425, pathlen: 9292, saved: 88
76-119, time: 3891, pathlen: 9376, saved: 4
78-119, time: 3723, pathlen: 9176, saved: 204
80-119, time: 3461, pathlen: 9380, saved: 0
81-119, time: 3883, pathlen: 9380, saved: 0
82-119, time: 3876, pathlen: 9380, saved: 0
83-119, time: 3705, pathlen: 9380, saved: 0
84-119, time: 4072, pathlen: 9380, saved: 0
86-119, time: 3666, pathlen: 9328, saved: 52
94-119, time: 2076, pathlen: 100, saved: 9280
98-119, time: 3705, pathlen: 9328, saved: 52
102-119, time: 3760, pathlen: 9292, saved: 88
104-119, time: 3782, pathlen: 9376, saved: 4
106-119, time: 3765, pathlen: 9324, saved: 56
108-119, time: 4084, pathlen: 9352, saved: 28
110-119, time: 3674, pathlen: 9356, saved: 24
112-119, time: 3726, pathlen: 9348, saved: 32
116-119, time: 3869, pathlen: 9280, saved: 100
120-119, time: 3676, pathlen: 9372, saved: 8
122-119, time: 3750, pathlen: 9372, saved: 8
124-119, time: 3555, pathlen: 9376, saved: 4
128-119, time: 3809, pathlen: 9244, saved: 136
132-119, time: 4099, pathlen: 9320, saved: 60
136-119, time: 3789, pathlen: 9348, saved: 32
138-119, time: 3843, pathlen: 9380, saved: 0
139-119, time: 3822, pathlen: 9380, saved: 0
2-120, time: 3746, pathlen: 9366, saved: 14
4-120, time: 3575, pathlen: 9380, saved: 0
5-120, time: 3855, pathlen: 9368, saved: 12
6-120, time: 3859, pathlen: 9380, saved: 0
7-120, time: 3725, pathlen: 9184, saved: 196
8-120, time: 3496, pathlen: 9380, saved: 0
10-120, time: 3677, pathlen: 9378, saved: 2
12-120, time: 3671, pathlen: 9380, saved: 0
13-120, time: 3739, pathlen: 9380, saved: 0
14-120, time: 3882, pathlen: 9380, saved: 0
15-120, time: 3484, pathlen: 9268, saved: 112
16-120, time: 3849, pathlen: 9380, saved: 0
17-120, time: 3695, pathlen: 9376, saved: 4
18-120, time: 3520, pathlen: 9378, saved: 2
20-120, time: 3418, pathlen: 9370, saved: 10
22-120, time: 3945, pathlen: 9380, saved: 0
23-120, time: 3754, pathlen: 9376, saved: 4
24-120, time: 3555, pathlen: 9378, saved: 2
26-120, time: 3680, pathlen: 9126, saved: 254
28-120, time: 3700, pathlen: 9380, saved: 0
29-120, time: 3972, pathlen: 9372, saved: 8
30-120, time: 3398, pathlen: 9374, saved: 6
31-120, time: 3522, pathlen: 9376, saved: 4
32-120, time: 4015, pathlen: 9378, saved: 2
34-120, time: 3801, pathlen: 9334, saved: 46
36-120, time: 3799, pathlen: 9380, saved: 0
37-120, time: 3813, pathlen: 9368, saved: 12
38-120, time: 3884, pathlen: 9380, saved: 0
40-120, time: 3797, pathlen: 9194, saved: 186
42-120, time: 3722, pathlen: 9346, saved: 34
44-120, time: 3501, pathlen: 9380, saved: 0
45-120, time: 3881, pathlen: 9348, saved: 32
46-120, time: 3743, pathlen: 9350, saved: 30
47-120, time: 3784, pathlen: 9352, saved: 28
48-120, time: 3914, pathlen: 9380, saved: 0
49-120, time: 3898, pathlen: 9376, saved: 4
50-120, time: 3826, pathlen: 9378, saved: 2
52-120, time: 3683, pathlen: 9380, saved: 0
53-120, time: 3419, pathlen: 9376, saved: 4
54-120, time: 3795, pathlen: 9378, saved: 2
56-120, time: 3538, pathlen: 9330, saved: 50
58-120, time: 3660, pathlen: 9378, saved: 2
59-120, time: 3564, pathlen: 9376, saved: 4
60-120, time: 3633, pathlen: 9380, saved: 0
61-120, time: 3911, pathlen: 8996, saved: 384
62-120, time: 3526, pathlen: 9380, saved: 0
63-120, time: 3592, pathlen: 9364, saved: 16
64-120, time: 3454, pathlen: 9366, saved: 14
65-120, time: 3731, pathlen: 9368, saved: 12
66-120, time: 3450, pathlen: 9370, saved: 10
67-120, time: 3598, pathlen: 9372, saved: 8
68-120, time: 3604, pathlen: 9374, saved: 6
69-120, time: 3743, pathlen: 9376, saved: 4
70-120, time: 3479, pathlen: 9378, saved: 2
72-120, time: 3529, pathlen: 9294, saved: 86
74-120, time: 3669, pathlen: 9380, saved: 0
75-120, time: 3686, pathlen: 9380, saved: 0
76-120, time: 3740, pathlen: 9380, saved: 0
78-120, time: 3625, pathlen: 9178, saved: 202
80-120, time: 3698, pathlen: 9380, saved: 0
81-120, time: 3816, pathlen: 9380, saved: 0
82-120, time: 3550, pathlen: 9380, saved: 0
83-120, time: 3635, pathlen: 9380, saved: 0
84-120, time: 3832, pathlen: 9380, saved: 0
86-120, time: 3440, pathlen: 9330, saved: 50
88-120, time: 3554, pathlen: 9378, saved: 2
89-120, time: 3739, pathlen: 9376, saved: 4
90-120, time: 3916, pathlen: 9374, saved: 6
91-120, time: 3857, pathlen: 9372, saved: 8
92-120, time: 3815, pathlen: 9370, saved: 10
93-120, time: 3609, pathlen: 9368, saved: 12
94-120, time: 3742, pathlen: 9380, saved: 0
95-120, time: 3585, pathlen: 9320, saved: 60
96-120, time: 3705, pathlen: 9322, saved: 58
97-120, time: 3446, pathlen: 9324, saved: 56
98-120, time: 3847, pathlen: 9380, saved: 0
100-120, time: 3675, pathlen: 9380, saved: 0
101-120, time: 3481, pathlen: 9296, saved: 84
102-120, time: 3316, pathlen: 9380, saved: 0
104-120, time: 3662, pathlen: 9374, saved: 6
106-120, time: 3572, pathlen: 9326, saved: 54
108-120, time: 3596, pathlen: 9350, saved: 30
110-120, time: 3487, pathlen: 9358, saved: 22
112-120, time: 3778, pathlen: 9346, saved: 34
114-120, time: 3711, pathlen: 9378, saved: 2
115-120, time: 3577, pathlen: 9376, saved: 4
116-120, time: 3449, pathlen: 9380, saved: 0
117-120, time: 3755, pathlen: 9376, saved: 4
118-120, time: 3824, pathlen: 9378, saved: 2
120-120, time: 3740, pathlen: 9370, saved: 10
122-120, time: 3386, pathlen: 9374, saved: 6
124-120, time: 3821, pathlen: 9380, saved: 0
125-120, time: 3486, pathlen: 9376, saved: 4
126-120, time: 3697, pathlen: 9378, saved: 2
128-120, time: 3562, pathlen: 9380, saved: 0
129-120, time: 3862, pathlen: 9376, saved: 4
130-120, time: 3706, pathlen: 9378, saved: 2
132-120, time: 3844, pathlen: 9318, saved: 62
134-120, time: 3528, pathlen: 9378, saved: 2
135-120, time: 3899, pathlen: 9376, saved: 4
136-120, time: 3977, pathlen: 9380, saved: 0
138-120, time: 3737, pathlen: 9380, saved: 0
139-120, time: 3609, pathlen: 9380, saved: 0
2-121, time: 3703, pathlen: 9368, saved: 12
6-121, time: 3688, pathlen: 9168, saved: 212
10-121, time: 3586, pathlen: 9376, saved: 4
12-121, time: 3892, pathlen: 9380, saved: 0
13-121, time: 3672, pathlen: 9380, saved: 0
14-121, time: 4186, pathlen: 9380, saved: 0
20-121, time: 3781, pathlen: 9368, saved: 12
26-121, time: 3590, pathlen: 9128, saved: 252
28-121, time: 3757, pathlen: 9368, saved: 12
34-121, time: 3848, pathlen: 9336, saved: 44
36-121, time: 3555, pathlen: 9364, saved: 16
40-121, time: 3628, pathlen: 9196, saved: 184
42-121, time: 3779, pathlen: 9344, saved: 36
44-121, time: 3647, pathlen: 9376, saved: 4
48-121, time: 3633, pathlen: 9360, saved: 20
52-121, time: 3719, pathlen: 9240, saved: 140
56-121, time: 3635, pathlen: 9332, saved: 48
60-121, time: 3500, pathlen: 8988, saved: 392
72-121, time: 3428, pathlen: 9296, saved: 84
74-121, time: 3553, pathlen: 9380, saved: 0
75-121, time: 3966, pathlen: 9380, saved: 0
76-121, time: 3845, pathlen: 9380, saved: 0
78-121, time: 3323, pathlen: 9180, saved: 200
82-121, time: 3447, pathlen: 9236, saved: 144
86-121, time: 3804, pathlen: 9332, saved: 48
94-121, time: 1955, pathlen: 176, saved: 9204
100-121, time: 3677, pathlen: 9300, saved: 80
104-121, time: 3876, pathlen: 9372, saved: 8
106-121, time: 3874, pathlen: 9328, saved: 52
108-121, time: 4049, pathlen: 9348, saved: 32
110-121, time: 3901, pathlen: 9360, saved: 20
112-121, time: 3822, pathlen: 9344, saved: 36
116-121, time: 3705, pathlen: 9292, saved: 88
120-121, time: 3714, pathlen: 9368, saved: 12
122-121, time: 3514, pathlen: 9376, saved: 4
124-121, time: 3641, pathlen: 9368, saved: 12
128-121, time: 4038, pathlen: 9252, saved: 128
132-121, time: 3825, pathlen: 9316, saved: 64
136-121, time: 3584, pathlen: 9356, saved: 24
2-122, time: 3482, pathlen: 9380, saved: 0
3-122, time: 3728, pathlen: 9376, saved: 4
4-122, time: 4075, pathlen: 9378, saved: 2
6-122, time: 3651, pathlen: 9166, saved: 214
8-122, time: 3543, pathlen: 9378, saved: 2
9-122, time: 3767, pathlen: 9376, saved: 4
10-122, time: 3692, pathlen: 9380, saved: 0
12-122, time: 3914, pathlen: 9380, saved: 0
13-122, time: 3720, pathlen: 9380, saved: 0
14-122, time: 4006, pathlen: 9380, saved: 0
16-122, time: 3679, pathlen: 9380, saved: 0
17-122, time: 3515, pathlen: 9368, saved: 12
18-122, time: 3947, pathlen: 9366, saved: 14
19-122, time: 3802, pathlen: 9364, saved: 16
20-122, time: 3992, pathlen: 9380, saved: 0
21-122, time: 3714, pathlen: 9348, saved: 32
22-122, time: 3545, pathlen: 9346, saved: 34
23-122, time: 3746, pathlen: 9344, saved: 36
24-122, time: 3614, pathlen: 9380, saved: 0
25-122, time: 3802, pathlen: 9132, saved: 248
26-122, time: 3505, pathlen: 9380, saved: 0
28-122, time: 3936, pathlen: 9366, saved: 14
30-122, time: 3612, pathlen: 9380, saved: 0
31-122, time: 3674, pathlen: 9352, saved: 28
32-122, time: 3567, pathlen: 9350, saved: 30
33-122, time: 3603, pathlen: 9348, saved: 32
34-122, time: 3987, pathlen: 9380, saved: 0
36-122, time: 3611, pathlen: 9362, saved: 18
38-122, time: 3688, pathlen: 9378, saved: 2
39-122, time: 3612, pathlen: 9376, saved: 4
40-122, time: 3897, pathlen: 9380, saved: 0
42-122, time: 3913, pathlen: 9342, saved: 38
44-122, time: 3469, pathlen: 9378, saved: 2
46-122, time: 3922, pathlen: 9378, saved: 2
48-122, time: 3802, pathlen: 9362, saved: 18
50-122, time: 3481, pathlen: 9378, saved: 2
51-122, time: 3676, pathlen: 9376, saved: 4
52-122, time: 3707, pathlen: 9380, saved: 0
54-122, time: 3674, pathlen: 9380, saved: 0
55-122, time: 3610, pathlen: 9360, saved: 20
56-122, time: 3554, pathlen: 9380, saved: 0
57-122, time: 4036, pathlen: 9356, saved: 24
58-122, time: 3765, pathlen: 9380, saved: 0
60-122, time: 3474, pathlen: 8986, saved: 394
62-122, time: 3680, pathlen: 9378, saved: 2
63-122, time: 3727, pathlen: 9376, saved: 4
64-122, time: 3575, pathlen: 9374, saved: 6
65-122, time: 3536, pathlen: 9372, saved: 8
66-122, time: 3448, pathlen: 9380, saved: 0
67-122, time: 3913, pathlen: 9336, saved: 44
68-122, time: 3778, pathlen: 9334, saved: 46
69-122, time: 4052, pathlen: 9332, saved: 48
70-122, time: 3451, pathlen: 9380, saved: 0
71-122, time: 3750, pathlen: 9300, saved: 80
72-122, time: 3848, pathlen: 9380, saved: 0
74-122, time: 3656, pathlen: 9380, saved: 0
75-122, time: 3878, pathlen: 9380, saved: 0
76-122, time: 3703, pathlen: 9380, saved: 0
78-122, time: 3800, pathlen: 9380, saved: 0
79-122, time: 3681, pathlen: 9376, saved: 4
80-122, time: 3749, pathlen: 9378, saved: 2
82-122, time: 3976, pathlen: 9234, saved: 146
84-122, time: 3472, pathlen: 9378, saved: 2
85-122, time: 3475, pathlen: 9376, saved: 4
86-122, time: 3460, pathlen: 9380, saved: 0
87-122, time: 3833, pathlen: 9352, saved: 28
